Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;719;-;-;719;-;-
Ungültige Stimmen;4;0,6 %;-;1;0,1 %;-
Gültige Stimmen;715;99,4 %;-;718;99,9 %;-
SPD;260;36,4 %;-;274;38,2 %;-
AfD;53;7,4 %;-;46;6,4 %;-
CDU;99;13,8 %;-;77;10,7 %;-
GRÜNE/B 90;185;25,9 %;-;132;18,4 %;-
DIE LINKE;56;7,8 %;-;46;6,4 %;-
BVB / FREIE WÄHLER;24;3,4 %;-;16;2,2 %;-
FDP;16;2,2 %;-;12;1,7 %;-
Tierschutzpartei;22;3,1 %;-;15;2,1 %;-
Plus;-;-;-;24;3,3 %;-
BSW;-;-;-;72;10,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;2;0,3 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;2;0,3 %;-
