Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;706;-;-;706;-;-
Wählende;342;48,4 %;-;342;48,4 %;-
Ungültige Stimmen;5;1,5 %;-;3;0,9 %;-
Gültige Stimmen;337;98,5 %;-;339;99,1 %;-
SPD;107;31,8 %;-;100;29,5 %;-
AfD;120;35,6 %;-;108;31,9 %;-
CDU;48;14,2 %;-;42;12,4 %;-
GRÜNE/B 90;6;1,8 %;-;7;2,1 %;-
DIE LINKE;18;5,3 %;-;10;2,9 %;-
BVB / FREIE WÄHLER;22;6,5 %;-;15;4,4 %;-
FDP;5;1,5 %;-;3;0,9 %;-
Tierschutzpartei;-;-;-;5;1,5 %;-
Plus;-;-;-;3;0,9 %;-
BSW;-;-;-;41;12,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;11;3,3 %;-;5;1,5 %;-
WU;-;-;-;0;0,0 %;-
