Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;163;-;-;163;-;-
Wählende;82;50,3 %;-;82;50,3 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;82;100,0 %;-;82;100,0 %;-
SPD;32;39,0 %;-;29;35,4 %;-
AfD;29;35,4 %;-;28;34,1 %;-
CDU;12;14,6 %;-;11;13,4 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;3;3,7 %;-;1;1,2 %;-
BVB / FREIE WÄHLER;6;7,3 %;-;3;3,7 %;-
FDP;0;0,0 %;-;2;2,4 %;-
Tierschutzpartei;-;-;-;2;2,4 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;6;7,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
