Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.290;-;-;1.29;-;-
Wählende;677;52,5 %;-68;677.0;52,5 %;-68
Ungültige Stimmen;13;1,9 %;+01;7.0;1,0 %;-09
Gültige Stimmen;664;98,1 %;-01;670.0;99,0 %;+09
SPD;223;33,6 %;+47;191.0;28,5 %;+39
AfD;293;44,1 %;+135;265.0;39,6 %;+78
CDU;86;13,0 %;-77;68.0;10,1 %;-85
GRÜNE/B 90;4;0,6 %;-40;13.0;1,9 %;-45
DIE LINKE;11;1,7 %;-57;7.0;1,0 %;-57
BVB / FREIE WÄHLER;23;3,5 %;-04;12.0;1,8 %;-14
FDP;9;1,4 %;-26;7.0;1,0 %;-46
Tierschutzpartei;-;-;-;7.0;1,0 %;-11
Plus;5;0,8 %;+08;1.0;0,1 %;-04
BSW;-;-;-;92.0;13,7 %;+137
III. Weg;-;-;-;3.0;0,4 %;+04
DKP;-;-;-;0.0;0,0 %;00
DLW;10;1,5 %;+15;3.0;0,4 %;+04
WU;-;-;-;1.0;0,1 %;+01
