Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;851;-;-;851;-;-
Ungültige Stimmen;16;1,9 %;+04;8;0,9 %;+01
Gültige Stimmen;835;98,1 %;-04;843;99,1 %;-01
SPD;317;38,0 %;+133;325;38,6 %;+122
AfD;134;16,0 %;+16;120;14,2 %;+02
CDU;190;22,8 %;+47;148;17,6 %;+07
GRÜNE/B 90;58;6,9 %;-77;39;4,6 %;-107
DIE LINKE;48;5,7 %;-86;29;3,4 %;-73
BVB / FREIE WÄHLER;66;7,9 %;+08;24;2,8 %;-21
FDP;22;2,6 %;-42;10;1,2 %;-65
Tierschutzpartei;-;-;-;28;3,3 %;+09
Plus;-;-;-;8;0,9 %;-05
BSW;-;-;-;105;12,5 %;+125
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;1;0,1 %;+01
DLW;-;-;-;2;0,2 %;+02
WU;-;-;-;4;0,5 %;+05
