Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;247;-;-;247;-;-
Wählende;135;54,7 %;-;135;54,7 %;-
Ungültige Stimmen;2;1,5 %;-;3;2,2 %;-
Gültige Stimmen;133;98,5 %;-;132;97,8 %;-
SPD;50;37,6 %;-;33;25,0 %;-
AfD;62;46,6 %;-;60;45,5 %;-
CDU;10;7,5 %;-;12;9,1 %;-
GRÜNE/B 90;2;1,5 %;-;7;5,3 %;-
DIE LINKE;0;0,0 %;-;3;2,3 %;-
BVB / FREIE WÄHLER;7;5,3 %;-;2;1,5 %;-
FDP;1;0,8 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;4;3,0 %;-
Plus;-;-;-;1;0,8 %;-
BSW;-;-;-;9;6,8 %;-
III. Weg;1;0,8 %;-;1;0,8 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
