Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.536;-;-;1.536;-;-
Wählende;788;51,3 %;-;788.0;51,3 %;-
Ungültige Stimmen;7;0,9 %;-;2.0;0,3 %;-
Gültige Stimmen;781;99,1 %;-;786.0;99,7 %;-
SPD;249;31,9 %;-;209.0;26,6 %;-
AfD;345;44,2 %;-;324.0;41,2 %;-
CDU;70;9,0 %;-;50.0;6,4 %;-
GRÜNE/B 90;10;1,3 %;-;19.0;2,4 %;-
DIE LINKE;39;5,0 %;-;19.0;2,4 %;-
BVB / FREIE WÄHLER;54;6,9 %;-;21.0;2,7 %;-
FDP;10;1,3 %;-;3.0;0,4 %;-
Tierschutzpartei;-;-;-;21.0;2,7 %;-
Plus;-;-;-;4.0;0,5 %;-
BSW;-;-;-;107.0;13,6 %;-
III. Weg;-;-;-;2.0;0,3 %;-
DKP;4;0,5 %;-;1.0;0,1 %;-
DLW;-;-;-;4.0;0,5 %;-
WU;-;-;-;2.0;0,3 %;-
