Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.086;-;-;1.086;-;-
Wählende;500;46,0 %;-;500.0;46,0 %;-
Ungültige Stimmen;10;2,0 %;-;7.0;1,4 %;-
Gültige Stimmen;490;98,0 %;-;493.0;98,6 %;-
SPD;221;45,1 %;-;181.0;36,7 %;-
AfD;151;30,8 %;-;146.0;29,6 %;-
CDU;48;9,8 %;-;34.0;6,9 %;-
GRÜNE/B 90;14;2,9 %;-;22.0;4,5 %;-
DIE LINKE;20;4,1 %;-;14.0;2,8 %;-
BVB / FREIE WÄHLER;31;6,3 %;-;10.0;2,0 %;-
FDP;5;1,0 %;-;3.0;0,6 %;-
Tierschutzpartei;-;-;-;17.0;3,4 %;-
Plus;-;-;-;1.0;0,2 %;-
BSW;-;-;-;64.0;13,0 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;0.0;0,0 %;-
