Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;608;-;-;608;-;-
Wählende;353;58,1 %;-;353;58,1 %;-
Ungültige Stimmen;9;2,5 %;-;5;1,4 %;-
Gültige Stimmen;344;97,5 %;-;348;98,6 %;-
SPD;92;26,7 %;-;96;27,6 %;-
AfD;146;42,4 %;-;137;39,4 %;-
CDU;38;11,0 %;-;28;8,0 %;-
GRÜNE/B 90;6;1,7 %;-;3;0,9 %;-
DIE LINKE;23;6,7 %;-;10;2,9 %;-
BVB / FREIE WÄHLER;33;9,6 %;-;15;4,3 %;-
FDP;6;1,7 %;-;4;1,1 %;-
Tierschutzpartei;-;-;-;8;2,3 %;-
Plus;-;-;-;3;0,9 %;-
BSW;-;-;-;41;11,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;0;0,0 %;-;2;0,6 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;0;0,0 %;-
