Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;181;-;-;181;-;-
Wählende;120;66,3 %;-;120;66,3 %;-
Ungültige Stimmen;1;0,8 %;-;1;0,8 %;-
Gültige Stimmen;119;99,2 %;-;119;99,2 %;-
SPD;64;53,8 %;-;50;42,0 %;-
AfD;24;20,2 %;-;23;19,3 %;-
CDU;8;6,7 %;-;5;4,2 %;-
GRÜNE/B 90;3;2,5 %;-;15;12,6 %;-
DIE LINKE;8;6,7 %;-;2;1,7 %;-
BVB / FREIE WÄHLER;6;5,0 %;-;2;1,7 %;-
FDP;2;1,7 %;-;1;0,8 %;-
Tierschutzpartei;-;-;-;1;0,8 %;-
Plus;-;-;-;1;0,8 %;-
BSW;-;-;-;17;14,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;4;3,4 %;-;2;1,7 %;-
WU;-;-;-;0;0,0 %;-
