Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;984;-;-;984;-;-
Wählende;411;41,8 %;-;411;41,8 %;-
Ungültige Stimmen;7;1,7 %;-;5;1,2 %;-
Gültige Stimmen;404;98,3 %;-;406;98,8 %;-
SPD;171;42,3 %;-;123;30,3 %;-
AfD;122;30,2 %;-;115;28,3 %;-
CDU;50;12,4 %;-;46;11,3 %;-
GRÜNE/B 90;12;3,0 %;-;38;9,4 %;-
DIE LINKE;14;3,5 %;-;6;1,5 %;-
BVB / FREIE WÄHLER;18;4,5 %;-;7;1,7 %;-
FDP;8;2,0 %;-;6;1,5 %;-
Tierschutzpartei;-;-;-;5;1,2 %;-
Plus;9;2,2 %;-;9;2,2 %;-
BSW;-;-;-;47;11,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;3;0,7 %;-
WU;-;-;-;0;0,0 %;-
