Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;682;-;-;682;-;-
Wählende;347;50,9 %;-;347;50,9 %;-
Ungültige Stimmen;2;0,6 %;-;2;0,6 %;-
Gültige Stimmen;345;99,4 %;-;345;99,4 %;-
SPD;143;41,4 %;-;124;35,9 %;-
AfD;123;35,7 %;-;115;33,3 %;-
CDU;34;9,9 %;-;25;7,2 %;-
GRÜNE/B 90;11;3,2 %;-;16;4,6 %;-
DIE LINKE;12;3,5 %;-;11;3,2 %;-
BVB / FREIE WÄHLER;14;4,1 %;-;3;0,9 %;-
FDP;5;1,4 %;-;4;1,2 %;-
Tierschutzpartei;-;-;-;10;2,9 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;33;9,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;3;0,9 %;-;2;0,6 %;-
DLW;-;-;-;2;0,6 %;-
WU;-;-;-;0;0,0 %;-
