Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;141;-;-;141;-;-
Wählende;82;58,2 %;+116;82;58,2 %;+116
Ungültige Stimmen;2;2,4 %;+08;3;3,7 %;+25
Gültige Stimmen;80;97,6 %;-08;79;96,3 %;-25
SPD;30;37,5 %;+217;25;31,6 %;+114
AfD;31;38,8 %;+102;28;35,4 %;+49
CDU;5;6,2 %;-24;5;6,3 %;-55
GRÜNE/B 90;4;5,0 %;-03;4;5,1 %;-26
DIE LINKE;3;3,8 %;-168;1;1,3 %;-113
BVB / FREIE WÄHLER;6;7,5 %;-113;2;2,5 %;-78
FDP;1;1,2 %;-09;0;0,0 %;-32
Tierschutzpartei;-;-;-;1;1,3 %;-08
Plus;-;-;-;1;1,3 %;00
BSW;-;-;-;10;12,7 %;+127
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;2;2,5 %;+25
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
