Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;971;-;-;971;-;-
Wählende;495;51,0 %;-;495;51,0 %;-
Ungültige Stimmen;8;1,6 %;-;7;1,4 %;-
Gültige Stimmen;487;98,4 %;-;488;98,6 %;-
SPD;161;33,1 %;-;155;31,8 %;-
AfD;215;44,1 %;-;191;39,1 %;-
CDU;46;9,4 %;-;38;7,8 %;-
GRÜNE/B 90;6;1,2 %;-;6;1,2 %;-
DIE LINKE;24;4,9 %;-;12;2,5 %;-
BVB / FREIE WÄHLER;10;2,1 %;-;5;1,0 %;-
FDP;9;1,8 %;-;6;1,2 %;-
Tierschutzpartei;9;1,8 %;-;11;2,3 %;-
Plus;-;-;-;2;0,4 %;-
BSW;-;-;-;53;10,9 %;-
III. Weg;-;-;-;3;0,6 %;-
DKP;-;-;-;1;0,2 %;-
DLW;7;1,4 %;-;4;0,8 %;-
WU;-;-;-;1;0,2 %;-
