Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;705;-;-;705;-;-
Wählende;330;46,8 %;-;330;46,8 %;-
Ungültige Stimmen;2;0,6 %;-;0;0,0 %;-
Gültige Stimmen;328;99,4 %;-;330;100,0 %;-
SPD;119;36,3 %;-;97;29,4 %;-
AfD;131;39,9 %;-;123;37,3 %;-
CDU;40;12,2 %;-;38;11,5 %;-
GRÜNE/B 90;8;2,4 %;-;13;3,9 %;-
DIE LINKE;9;2,7 %;-;6;1,8 %;-
BVB / FREIE WÄHLER;18;5,5 %;-;3;0,9 %;-
FDP;2;0,6 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;13;3,9 %;-
Plus;-;-;-;5;1,5 %;-
BSW;-;-;-;27;8,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;1;0,3 %;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;3;0,9 %;-
