Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;224;-;-;224;-;-
Wählende;119;53,1 %;-;119;53,1 %;-
Ungültige Stimmen;4;3,4 %;-;1;0,8 %;-
Gültige Stimmen;115;96,6 %;-;118;99,2 %;-
SPD;29;25,2 %;-;29;24,6 %;-
AfD;56;48,7 %;-;46;39,0 %;-
CDU;19;16,5 %;-;13;11,0 %;-
GRÜNE/B 90;2;1,7 %;-;1;0,8 %;-
DIE LINKE;3;2,6 %;-;1;0,8 %;-
BVB / FREIE WÄHLER;5;4,3 %;-;1;0,8 %;-
FDP;1;0,9 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;7;5,9 %;-
Plus;-;-;-;1;0,8 %;-
BSW;-;-;-;17;14,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;1,7 %;-
WU;-;-;-;0;0,0 %;-
