Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;167;-;-;167;-;-
Wählende;104;62,3 %;-;104;62,3 %;-
Ungültige Stimmen;1;1,0 %;-;1;1,0 %;-
Gültige Stimmen;103;99,0 %;-;103;99,0 %;-
SPD;26;25,2 %;-;23;22,3 %;-
AfD;45;43,7 %;-;41;39,8 %;-
CDU;23;22,3 %;-;19;18,4 %;-
GRÜNE/B 90;0;0,0 %;-;1;1,0 %;-
DIE LINKE;5;4,9 %;-;3;2,9 %;-
BVB / FREIE WÄHLER;3;2,9 %;-;1;1,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;1;1,0 %;-
BSW;-;-;-;14;13,6 %;-
III. Weg;1;1,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
