Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;119;-;-;119;-;-
Wählende;76;63,9 %;-;76;63,9 %;-
Ungültige Stimmen;1;1,3 %;-;1;1,3 %;-
Gültige Stimmen;75;98,7 %;-;75;98,7 %;-
SPD;19;25,3 %;-;12;16,0 %;-
AfD;32;42,7 %;-;29;38,7 %;-
CDU;8;10,7 %;-;9;12,0 %;-
GRÜNE/B 90;0;0,0 %;-;4;5,3 %;-
DIE LINKE;10;13,3 %;-;4;5,3 %;-
BVB / FREIE WÄHLER;5;6,7 %;-;3;4,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;4;5,3 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;9;12,0 %;-
III. Weg;1;1,3 %;-;1;1,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
