Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;743;-;-;743;-;-
Wählende;335;45,1 %;-;335;45,1 %;-
Ungültige Stimmen;5;1,5 %;-;4;1,2 %;-
Gültige Stimmen;330;98,5 %;-;331;98,8 %;-
SPD;149;45,2 %;-;134;40,5 %;-
AfD;87;26,4 %;-;82;24,8 %;-
CDU;45;13,6 %;-;30;9,1 %;-
GRÜNE/B 90;9;2,7 %;-;16;4,8 %;-
DIE LINKE;14;4,2 %;-;12;3,6 %;-
BVB / FREIE WÄHLER;22;6,7 %;-;6;1,8 %;-
FDP;4;1,2 %;-;4;1,2 %;-
Tierschutzpartei;-;-;-;7;2,1 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;37;11,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,6 %;-
WU;-;-;-;0;0,0 %;-
