Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;472;-;-;472;-;-
Ungültige Stimmen;5;1,1 %;-;1;0,2 %;-
Gültige Stimmen;467;98,9 %;-;471;99,8 %;-
SPD;184;39,4 %;-;166;35,2 %;-
AfD;108;23,1 %;-;98;20,8 %;-
CDU;83;17,8 %;-;55;11,7 %;-
GRÜNE/B 90;9;1,9 %;-;31;6,6 %;-
DIE LINKE;31;6,6 %;-;17;3,6 %;-
BVB / FREIE WÄHLER;40;8,6 %;-;16;3,4 %;-
FDP;12;2,6 %;-;7;1,5 %;-
Tierschutzpartei;-;-;-;13;2,8 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;67;14,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,2 %;-
