Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;882;-;-;882;-;-
Wählende;431;48,9 %;-;431;48,9 %;-
Ungültige Stimmen;6;1,4 %;-;2;0,5 %;-
Gültige Stimmen;425;98,6 %;-;429;99,5 %;-
SPD;151;35,5 %;-;127;29,6 %;-
AfD;183;43,1 %;-;165;38,5 %;-
CDU;42;9,9 %;-;43;10,0 %;-
GRÜNE/B 90;2;0,5 %;-;9;2,1 %;-
DIE LINKE;16;3,8 %;-;11;2,6 %;-
BVB / FREIE WÄHLER;15;3,5 %;-;6;1,4 %;-
FDP;6;1,4 %;-;3;0,7 %;-
Tierschutzpartei;10;2,4 %;-;6;1,4 %;-
Plus;-;-;-;2;0,5 %;-
BSW;-;-;-;54;12,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;1;0,2 %;-
