Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;411;-;-;411;-;-
Wählende;242;58,9 %;-;242;58,9 %;-
Ungültige Stimmen;8;3,3 %;-;5;2,1 %;-
Gültige Stimmen;234;96,7 %;-;237;97,9 %;-
SPD;60;25,6 %;-;53;22,4 %;-
AfD;121;51,7 %;-;118;49,8 %;-
CDU;28;12,0 %;-;25;10,5 %;-
GRÜNE/B 90;2;0,9 %;-;2;0,8 %;-
DIE LINKE;9;3,8 %;-;7;3,0 %;-
BVB / FREIE WÄHLER;11;4,7 %;-;2;0,8 %;-
FDP;3;1,3 %;-;2;0,8 %;-
Tierschutzpartei;-;-;-;4;1,7 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;20;8,4 %;-
III. Weg;-;-;-;1;0,4 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;1,3 %;-
WU;-;-;-;0;0,0 %;-
