Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;110;-;-;110;-;-
Wählende;84;76,4 %;-;84;76,4 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;84;100,0 %;-;84;100,0 %;-
SPD;22;26,2 %;-;25;29,8 %;-
AfD;35;41,7 %;-;34;40,5 %;-
CDU;9;10,7 %;-;7;8,3 %;-
GRÜNE/B 90;0;0,0 %;-;2;2,4 %;-
DIE LINKE;3;3,6 %;-;3;3,6 %;-
BVB / FREIE WÄHLER;3;3,6 %;-;1;1,2 %;-
FDP;3;3,6 %;-;1;1,2 %;-
Tierschutzpartei;-;-;-;4;4,8 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;6;7,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;9;10,7 %;-;1;1,2 %;-
WU;-;-;-;0;0,0 %;-
