Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;793;-;-;793;-;-
Ungültige Stimmen;9;1,1 %;-20;3;0,4 %;-22
Gültige Stimmen;784;98,9 %;+20;790;99,6 %;+22
SPD;192;24,5 %;+85;215;27,2 %;+32
AfD;192;24,5 %;+65;175;22,2 %;+13
CDU;187;23,9 %;+26;140;17,7 %;-15
GRÜNE/B 90;19;2,4 %;-53;20;2,5 %;-62
DIE LINKE;110;14,0 %;-88;46;5,8 %;-85
BVB / FREIE WÄHLER;71;9,1 %;-08;38;4,8 %;-13
FDP;11;1,4 %;-31;3;0,4 %;-38
Tierschutzpartei;-;-;-;8;1,0 %;-06
Plus;-;-;-;4;0,5 %;-03
BSW;-;-;-;135;17,1 %;+171
III. Weg;2;0,3 %;+03;1;0,1 %;+01
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;5;0,6 %;+06
WU;-;-;-;0;0,0 %;00
