Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;493;-;-;493;-;-
Wählende;232;47,1 %;-;232;47,1 %;-
Ungültige Stimmen;4;1,7 %;-;2;0,9 %;-
Gültige Stimmen;228;98,3 %;-;230;99,1 %;-
SPD;47;20,6 %;-;65;28,3 %;-
AfD;84;36,8 %;-;87;37,8 %;-
CDU;26;11,4 %;-;15;6,5 %;-
GRÜNE/B 90;3;1,3 %;-;3;1,3 %;-
DIE LINKE;20;8,8 %;-;8;3,5 %;-
BVB / FREIE WÄHLER;47;20,6 %;-;11;4,8 %;-
FDP;1;0,4 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;5;2,2 %;-
Plus;-;-;-;1;0,4 %;-
BSW;-;-;-;32;13,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;1,3 %;-
WU;-;-;-;0;0,0 %;-
