Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.102;-;-;1.102;-;-
Wählende;478;43,4 %;-86;478.0;43,4 %;-86
Ungültige Stimmen;7;1,5 %;-03;5.0;1,0 %;-07
Gültige Stimmen;471;98,5 %;+03;473.0;99,0 %;+07
SPD;157;33,3 %;+88;126.0;26,6 %;+14
AfD;193;41,0 %;+204;184.0;38,9 %;+187
CDU;56;11,9 %;-76;43.0;9,1 %;-88
GRÜNE/B 90;10;2,1 %;-122;12.0;2,5 %;-120
DIE LINKE;12;2,5 %;-55;13.0;2,7 %;-51
BVB / FREIE WÄHLER;33;7,0 %;+05;15.0;3,2 %;-26
FDP;3;0,6 %;-28;4.0;0,8 %;-29
Tierschutzpartei;-;-;-;10.0;2,1 %;-11
Plus;7;1,5 %;+03;3.0;0,6 %;-07
BSW;-;-;-;57.0;12,1 %;+121
III. Weg;-;-;-;0.0;0,0 %;00
DKP;-;-;-;0.0;0,0 %;00
DLW;-;-;-;3.0;0,6 %;+06
WU;-;-;-;3.0;0,6 %;+06
