Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;840;-;-;840;-;-
Wählende;376;44,8 %;-;376;44,8 %;-
Ungültige Stimmen;5;1,3 %;-;3;0,8 %;-
Gültige Stimmen;371;98,7 %;-;373;99,2 %;-
SPD;140;37,7 %;-;136;36,5 %;-
AfD;107;28,8 %;-;97;26,0 %;-
CDU;64;17,3 %;-;51;13,7 %;-
GRÜNE/B 90;20;5,4 %;-;23;6,2 %;-
DIE LINKE;14;3,8 %;-;7;1,9 %;-
BVB / FREIE WÄHLER;19;5,1 %;-;10;2,7 %;-
FDP;7;1,9 %;-;4;1,1 %;-
Tierschutzpartei;-;-;-;11;2,9 %;-
Plus;-;-;-;3;0,8 %;-
BSW;-;-;-;27;7,2 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;1;0,3 %;-
