Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;973;-;-;973;-;-
Ungültige Stimmen;6;0,6 %;-02;0;0,0 %;-07
Gültige Stimmen;967;99,4 %;+02;973;100,0 %;+07
SPD;360;37,2 %;+182;362;37,2 %;+161
AfD;129;13,3 %;-00;120;12,3 %;-23
CDU;255;26,4 %;+38;205;21,1 %;+09
GRÜNE/B 90;99;10,2 %;-147;107;11,0 %;-126
DIE LINKE;53;5,5 %;-18;38;3,9 %;-30
BVB / FREIE WÄHLER;53;5,5 %;+09;24;2,5 %;-13
FDP;18;1,9 %;-21;15;1,5 %;-34
Tierschutzpartei;-;-;-;15;1,5 %;-17
Plus;-;-;-;10;1,0 %;-02
BSW;-;-;-;72;7,4 %;+74
III. Weg;-;-;-;2;0,2 %;+02
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;2;0,2 %;+02
WU;-;-;-;1;0,1 %;+01
