Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.185;-;-;1.185;-;-
Wählende;638;53,8 %;-00;638.0;53,8 %;-00
Ungültige Stimmen;3;0,5 %;-06;4.0;0,6 %;-02
Gültige Stimmen;635;99,5 %;+06;634.0;99,4 %;+02
SPD;291;45,8 %;+234;250.0;39,4 %;+138
AfD;166;26,1 %;+71;148.0;23,3 %;+42
CDU;89;14,0 %;-60;73.0;11,5 %;-30
GRÜNE/B 90;19;3,0 %;-139;35.0;5,5 %;-122
DIE LINKE;30;4,7 %;-47;28.0;4,4 %;-49
BVB / FREIE WÄHLER;21;3,3 %;-21;2.0;0,3 %;-31
FDP;7;1,1 %;-26;5.0;0,8 %;-35
Tierschutzpartei;-;-;-;8.0;1,3 %;-32
Plus;12;1,9 %;+10;6.0;0,9 %;-06
BSW;-;-;-;75.0;11,8 %;+118
III. Weg;-;-;-;1.0;0,2 %;+02
DKP;-;-;-;0.0;0,0 %;00
DLW;-;-;-;1.0;0,2 %;+02
WU;-;-;-;2.0;0,3 %;+03
