Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;855;-;-;855;-;-
Wählende;389;45,5 %;-;389;45,5 %;-
Ungültige Stimmen;5;1,3 %;-;4;1,0 %;-
Gültige Stimmen;384;98,7 %;-;385;99,0 %;-
SPD;79;20,6 %;-;72;18,7 %;-
AfD;215;56,0 %;-;202;52,5 %;-
CDU;38;9,9 %;-;26;6,8 %;-
GRÜNE/B 90;4;1,0 %;-;4;1,0 %;-
DIE LINKE;20;5,2 %;-;9;2,3 %;-
BVB / FREIE WÄHLER;20;5,2 %;-;4;1,0 %;-
FDP;6;1,6 %;-;2;0,5 %;-
Tierschutzpartei;-;-;-;8;2,1 %;-
Plus;-;-;-;2;0,5 %;-
BSW;-;-;-;53;13,8 %;-
III. Weg;-;-;-;3;0,8 %;-
DKP;2;0,5 %;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
