Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;938;-;-;938;-;-
Ungültige Stimmen;9;1,0 %;+05;4;0,4 %;-00
Gültige Stimmen;929;99,0 %;-05;934;99,6 %;+00
SPD;309;33,3 %;+20;327;35,0 %;+92
AfD;138;14,9 %;+13;132;14,1 %;-02
CDU;234;25,2 %;+62;160;17,1 %;-10
GRÜNE/B 90;100;10,8 %;-62;94;10,1 %;-96
DIE LINKE;50;5,4 %;-28;37;4,0 %;-44
BVB / FREIE WÄHLER;84;9,0 %;+10;23;2,5 %;-28
FDP;14;1,5 %;-15;17;1,8 %;-34
Tierschutzpartei;-;-;-;10;1,1 %;-14
Plus;-;-;-;12;1,3 %;+07
BSW;-;-;-;118;12,6 %;+126
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,1 %;+01
WU;-;-;-;3;0,3 %;+03
