Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.310;-;-;1.31;-;-
Wählende;674;51,5 %;-;674.0;51,5 %;-
Ungültige Stimmen;5;0,7 %;-;2.0;0,3 %;-
Gültige Stimmen;669;99,3 %;-;672.0;99,7 %;-
SPD;288;43,0 %;-;248.0;36,9 %;-
AfD;175;26,2 %;-;154.0;22,9 %;-
CDU;93;13,9 %;-;73.0;10,9 %;-
GRÜNE/B 90;29;4,3 %;-;50.0;7,4 %;-
DIE LINKE;25;3,7 %;-;25.0;3,7 %;-
BVB / FREIE WÄHLER;22;3,3 %;-;7.0;1,0 %;-
FDP;13;1,9 %;-;8.0;1,2 %;-
Tierschutzpartei;-;-;-;11.0;1,6 %;-
Plus;24;3,6 %;-;11.0;1,6 %;-
BSW;-;-;-;83.0;12,4 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;1.0;0,1 %;-
WU;-;-;-;1.0;0,1 %;-
