Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;381;-;-;381;-;-
Wählende;242;63,5 %;-;242;63,5 %;-
Ungültige Stimmen;6;2,5 %;-;7;2,9 %;-
Gültige Stimmen;236;97,5 %;-;235;97,1 %;-
SPD;60;25,4 %;-;67;28,5 %;-
AfD;105;44,5 %;-;96;40,9 %;-
CDU;18;7,6 %;-;17;7,2 %;-
GRÜNE/B 90;4;1,7 %;-;4;1,7 %;-
DIE LINKE;24;10,2 %;-;10;4,3 %;-
BVB / FREIE WÄHLER;24;10,2 %;-;9;3,8 %;-
FDP;1;0,4 %;-;1;0,4 %;-
Tierschutzpartei;-;-;-;5;2,1 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;26;11,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
dieBasis;0;0,0 %;-;-;-;-
