Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;756;-;-;756;-;-
Wählende;303;40,1 %;-;303;40,1 %;-
Ungültige Stimmen;4;1,3 %;-;2;0,7 %;-
Gültige Stimmen;299;98,7 %;-;301;99,3 %;-
SPD;91;30,4 %;-;77;25,6 %;-
AfD;121;40,5 %;-;121;40,2 %;-
CDU;21;7,0 %;-;18;6,0 %;-
GRÜNE/B 90;4;1,3 %;-;4;1,3 %;-
DIE LINKE;14;4,7 %;-;8;2,7 %;-
BVB / FREIE WÄHLER;36;12,0 %;-;17;5,6 %;-
FDP;1;0,3 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;7;2,3 %;-
Plus;-;-;-;3;1,0 %;-
BSW;-;-;-;43;14,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,3 %;-
DLW;11;3,7 %;-;1;0,3 %;-
WU;-;-;-;0;0,0 %;-
