Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;119;-;-;119;-;-
Wählende;69;58,0 %;-;69;58,0 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;69;100,0 %;-;69;100,0 %;-
SPD;30;43,5 %;-;21;30,4 %;-
AfD;22;31,9 %;-;22;31,9 %;-
CDU;7;10,1 %;-;6;8,7 %;-
GRÜNE/B 90;0;0,0 %;-;2;2,9 %;-
DIE LINKE;9;13,0 %;-;5;7,2 %;-
BVB / FREIE WÄHLER;1;1,4 %;-;0;0,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;1,4 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;11;15,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;1,4 %;-
