Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;836;-;-;836;-;-
Ungültige Stimmen;23;2,8 %;-11;21;2,5 %;-11
Gültige Stimmen;813;97,2 %;+11;815;97,5 %;+11
SPD;296;36,4 %;+79;290;35,6 %;+42
AfD;199;24,5 %;+41;167;20,5 %;+07
CDU;123;15,1 %;-08;93;11,4 %;-41
GRÜNE/B 90;28;3,4 %;-97;28;3,4 %;-83
DIE LINKE;57;7,0 %;-45;24;2,9 %;-59
BVB / FREIE WÄHLER;48;5,9 %;-10;17;2,1 %;-19
FDP;38;4,7 %;+11;11;1,3 %;-30
Tierschutzpartei;-;-;-;15;1,8 %;-05
Plus;-;-;-;4;0,5 %;-10
BSW;-;-;-;151;18,5 %;+185
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;24;3,0 %;+30;15;1,8 %;+18
WU;-;-;-;0;0,0 %;00
