Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.489;-;-;1.489;-;-
Wählende;919;61,7 %;+19;919.0;61,7 %;+19
Ungültige Stimmen;14;1,5 %;+01;11.0;1,2 %;-03
Gültige Stimmen;905;98,5 %;-01;908.0;98,8 %;+03
SPD;279;30,8 %;+75;289.0;31,8 %;+73
AfD;372;41,1 %;+75;348.0;38,3 %;+33
CDU;153;16,9 %;-44;99.0;10,9 %;-79
GRÜNE/B 90;7;0,8 %;-34;15.0;1,7 %;-33
DIE LINKE;21;2,3 %;-39;12.0;1,3 %;-35
BVB / FREIE WÄHLER;29;3,2 %;-25;29.0;3,2 %;-05
FDP;7;0,8 %;-50;4.0;0,4 %;-53
Tierschutzpartei;22;2,4 %;+24;9.0;1,0 %;-05
Plus;-;-;-;5.0;0,6 %;-04
BSW;-;-;-;91.0;10,0 %;+100
III. Weg;-;-;-;0.0;0,0 %;00
DKP;-;-;-;0.0;0,0 %;00
DLW;15;1,7 %;+17;5.0;0,6 %;+06
WU;-;-;-;2.0;0,2 %;+02
