Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;717;-;-;717;-;-
Wählende;355;49,5 %;-;355;49,5 %;-
Ungültige Stimmen;5;1,4 %;-;5;1,4 %;-
Gültige Stimmen;350;98,6 %;-;350;98,6 %;-
SPD;111;31,7 %;-;91;26,0 %;-
AfD;130;37,1 %;-;122;34,9 %;-
CDU;65;18,6 %;-;44;12,6 %;-
GRÜNE/B 90;3;0,9 %;-;10;2,9 %;-
DIE LINKE;16;4,6 %;-;12;3,4 %;-
BVB / FREIE WÄHLER;21;6,0 %;-;6;1,7 %;-
FDP;4;1,1 %;-;3;0,9 %;-
Tierschutzpartei;-;-;-;4;1,1 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;57;16,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
