Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;187;-;-;187;-;-
Wählende;127;67,9 %;-;127;67,9 %;-
Ungültige Stimmen;1;0,8 %;-;1;0,8 %;-
Gültige Stimmen;126;99,2 %;-;126;99,2 %;-
SPD;32;25,4 %;-;26;20,6 %;-
AfD;62;49,2 %;-;60;47,6 %;-
CDU;13;10,3 %;-;13;10,3 %;-
GRÜNE/B 90;0;0,0 %;-;2;1,6 %;-
DIE LINKE;1;0,8 %;-;2;1,6 %;-
BVB / FREIE WÄHLER;10;7,9 %;-;6;4,8 %;-
FDP;1;0,8 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;14;11,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;7;5,6 %;-;3;2,4 %;-
WU;-;-;-;0;0,0 %;-
