Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.271;-;-;1.271;-;-
Wählende;697;54,8 %;-;697.0;54,8 %;-
Ungültige Stimmen;2;0,3 %;-;2.0;0,3 %;-
Gültige Stimmen;695;99,7 %;-;695.0;99,7 %;-
SPD;257;37,0 %;-;292.0;42,0 %;-
AfD;106;15,3 %;-;92.0;13,2 %;-
CDU;59;8,5 %;-;55.0;7,9 %;-
GRÜNE/B 90;194;27,9 %;-;107.0;15,4 %;-
DIE LINKE;40;5,8 %;-;49.0;7,1 %;-
BVB / FREIE WÄHLER;16;2,3 %;-;9.0;1,3 %;-
FDP;9;1,3 %;-;3.0;0,4 %;-
Tierschutzpartei;14;2,0 %;-;11.0;1,6 %;-
Plus;-;-;-;9.0;1,3 %;-
BSW;-;-;-;66.0;9,5 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;1.0;0,1 %;-
DLW;-;-;-;1.0;0,1 %;-
WU;-;-;-;0.0;0,0 %;-
