Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;627;-;-;627;-;-
Wählende;322;51,4 %;-;322;51,4 %;-
Ungültige Stimmen;1;0,3 %;-;0;0,0 %;-
Gültige Stimmen;321;99,7 %;-;322;100,0 %;-
SPD;141;43,9 %;-;112;34,8 %;-
AfD;75;23,4 %;-;67;20,8 %;-
CDU;50;15,6 %;-;36;11,2 %;-
GRÜNE/B 90;18;5,6 %;-;40;12,4 %;-
DIE LINKE;13;4,0 %;-;13;4,0 %;-
BVB / FREIE WÄHLER;22;6,9 %;-;8;2,5 %;-
FDP;2;0,6 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;6;1,9 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;36;11,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;1;0,3 %;-
