Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.257;-;-;1.257;-;-
Wählende;462;36,8 %;-;462.0;36,8 %;-
Ungültige Stimmen;8;1,7 %;-;7.0;1,5 %;-
Gültige Stimmen;454;98,3 %;-;455.0;98,5 %;-
SPD;165;36,3 %;-;144.0;31,6 %;-
AfD;204;44,9 %;-;184.0;40,4 %;-
CDU;48;10,6 %;-;40.0;8,8 %;-
GRÜNE/B 90;5;1,1 %;-;3.0;0,7 %;-
DIE LINKE;17;3,7 %;-;11.0;2,4 %;-
BVB / FREIE WÄHLER;11;2,4 %;-;8.0;1,8 %;-
FDP;4;0,9 %;-;2.0;0,4 %;-
Tierschutzpartei;-;-;-;5.0;1,1 %;-
Plus;-;-;-;4.0;0,9 %;-
BSW;-;-;-;53.0;11,6 %;-
III. Weg;0;0,0 %;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;0.0;0,0 %;-
