Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.147;-;-;1.147;-;-
Wählende;583;50,8 %;-;583.0;50,8 %;-
Ungültige Stimmen;5;0,9 %;-;3.0;0,5 %;-
Gültige Stimmen;578;99,1 %;-;580.0;99,5 %;-
SPD;232;40,1 %;-;221.0;38,1 %;-
AfD;169;29,2 %;-;155.0;26,7 %;-
CDU;103;17,8 %;-;80.0;13,8 %;-
GRÜNE/B 90;20;3,5 %;-;33.0;5,7 %;-
DIE LINKE;21;3,6 %;-;12.0;2,1 %;-
BVB / FREIE WÄHLER;26;4,5 %;-;9.0;1,6 %;-
FDP;7;1,2 %;-;6.0;1,0 %;-
Tierschutzpartei;-;-;-;17.0;2,9 %;-
Plus;-;-;-;4.0;0,7 %;-
BSW;-;-;-;38.0;6,6 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;2.0;0,3 %;-
WU;-;-;-;2.0;0,3 %;-
