Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;157;-;-;157;-;-
Wählende;89;56,7 %;-;89;56,7 %;-
Ungültige Stimmen;1;1,1 %;-;0;0,0 %;-
Gültige Stimmen;88;98,9 %;-;89;100,0 %;-
SPD;25;28,4 %;-;21;23,6 %;-
AfD;35;39,8 %;-;32;36,0 %;-
CDU;17;19,3 %;-;14;15,7 %;-
GRÜNE/B 90;0;0,0 %;-;2;2,2 %;-
DIE LINKE;6;6,8 %;-;5;5,6 %;-
BVB / FREIE WÄHLER;2;2,3 %;-;3;3,4 %;-
FDP;2;2,3 %;-;2;2,2 %;-
Tierschutzpartei;-;-;-;2;2,2 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;6;6,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;1;1,1 %;-;1;1,1 %;-
WU;-;-;-;1;1,1 %;-
