Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.007;-;-;1.007;-;-
Wählende;376;37,3 %;-;376.0;37,3 %;-
Ungültige Stimmen;2;0,5 %;-;1.0;0,3 %;-
Gültige Stimmen;374;99,5 %;-;375.0;99,7 %;-
SPD;87;23,3 %;-;73.0;19,5 %;-
AfD;177;47,3 %;-;151.0;40,3 %;-
CDU;53;14,2 %;-;45.0;12,0 %;-
GRÜNE/B 90;8;2,1 %;-;11.0;2,9 %;-
DIE LINKE;10;2,7 %;-;6.0;1,6 %;-
BVB / FREIE WÄHLER;37;9,9 %;-;19.0;5,1 %;-
FDP;2;0,5 %;-;1.0;0,3 %;-
Tierschutzpartei;-;-;-;18.0;4,8 %;-
Plus;-;-;-;0.0;0,0 %;-
BSW;-;-;-;50.0;13,3 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;1.0;0,3 %;-
