Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;835;-;-;835;-;-
Wählende;407;48,7 %;-;407;48,7 %;-
Ungültige Stimmen;4;1,0 %;-;2;0,5 %;-
Gültige Stimmen;403;99,0 %;-;405;99,5 %;-
SPD;123;30,5 %;-;98;24,2 %;-
AfD;176;43,7 %;-;163;40,2 %;-
CDU;61;15,1 %;-;47;11,6 %;-
GRÜNE/B 90;6;1,5 %;-;15;3,7 %;-
DIE LINKE;10;2,5 %;-;8;2,0 %;-
BVB / FREIE WÄHLER;23;5,7 %;-;9;2,2 %;-
FDP;2;0,5 %;-;2;0,5 %;-
Tierschutzpartei;-;-;-;10;2,5 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;52;12,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;2;0,5 %;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;0;0,0 %;-
