Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.698;-;-;1.698;-;-
Wählende;693;40,8 %;-;693;40,8 %;-
Ungültige Stimmen;10;1,4 %;-;9;1,3 %;-
Gültige Stimmen;683;98,6 %;-;684;98,7 %;-
SPD;211;30,9 %;-;184;26,9 %;-
AfD;354;51,8 %;-;333;48,7 %;-
CDU;36;5,3 %;-;36;5,3 %;-
GRÜNE/B 90;4;0,6 %;-;5;0,7 %;-
DIE LINKE;31;4,5 %;-;16;2,3 %;-
BVB / FREIE WÄHLER;22;3,2 %;-;4;0,6 %;-
FDP;4;0,6 %;-;4;0,6 %;-
Tierschutzpartei;-;-;-;12;1,8 %;-
Plus;8;1,2 %;-;13;1,9 %;-
BSW;-;-;-;66;9,6 %;-
III. Weg;-;-;-;6;0,9 %;-
DKP;1;0,1 %;-;1;0,1 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;4;0,6 %;-
Demokraten BB;12;1,8 %;-;-;-;-
