Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;885;-;-;885;-;-
Ungültige Stimmen;16;1,8 %;+10;5;0,6 %;-02
Gültige Stimmen;869;98,2 %;-10;880;99,4 %;+02
SPD;284;32,7 %;+121;265;30,1 %;+88
AfD;173;19,9 %;+44;145;16,5 %;+08
CDU;178;20,5 %;-16;147;16,7 %;-47
GRÜNE/B 90;43;4,9 %;-117;49;5,6 %;-115
DIE LINKE;43;4,9 %;-49;14;1,6 %;-67
BVB / FREIE WÄHLER;96;11,0 %;+21;33;3,8 %;-45
FDP;15;1,7 %;-14;8;0,9 %;-28
Tierschutzpartei;-;-;-;25;2,8 %;+00
Plus;37;4,3 %;+38;25;2,8 %;+18
BSW;-;-;-;162;18,4 %;+184
III. Weg;-;-;-;2;0,2 %;+02
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;3;0,3 %;+03
WU;-;-;-;2;0,2 %;+02
