Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;124;-;-;124;-;-
Wählende;80;64,5 %;-;80;64,5 %;-
Ungültige Stimmen;1;1,2 %;-;1;1,2 %;-
Gültige Stimmen;79;98,8 %;-;79;98,8 %;-
SPD;36;45,6 %;-;26;32,9 %;-
AfD;20;25,3 %;-;17;21,5 %;-
CDU;13;16,5 %;-;10;12,7 %;-
GRÜNE/B 90;0;0,0 %;-;3;3,8 %;-
DIE LINKE;4;5,1 %;-;2;2,5 %;-
BVB / FREIE WÄHLER;5;6,3 %;-;0;0,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;1;1,3 %;-;0;0,0 %;-
BSW;-;-;-;21;26,6 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;0;0,0 %;-;-;-;-
