Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.030;-;-;1.03;-;-
Wählende;543;52,7 %;-;543.0;52,7 %;-
Ungültige Stimmen;16;2,9 %;-;9.0;1,7 %;-
Gültige Stimmen;527;97,1 %;-;534.0;98,3 %;-
SPD;165;31,3 %;-;157.0;29,4 %;-
AfD;182;34,5 %;-;169.0;31,6 %;-
CDU;91;17,3 %;-;70.0;13,1 %;-
GRÜNE/B 90;22;4,2 %;-;26.0;4,9 %;-
DIE LINKE;32;6,1 %;-;16.0;3,0 %;-
BVB / FREIE WÄHLER;23;4,4 %;-;9.0;1,7 %;-
FDP;8;1,5 %;-;6.0;1,1 %;-
Tierschutzpartei;-;-;-;15.0;2,8 %;-
Plus;-;-;-;6.0;1,1 %;-
BSW;-;-;-;57.0;10,7 %;-
III. Weg;-;-;-;2.0;0,4 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;4;0,8 %;-;1.0;0,2 %;-
WU;-;-;-;0.0;0,0 %;-
