Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.105;-;-;1.105;-;-
Ungültige Stimmen;12;1,1 %;-;2.0;0,2 %;-
Gültige Stimmen;1.093;98,9 %;-;1.103;99,8 %;-
SPD;369;33,8 %;-;393.0;35,6 %;-
AfD;154;14,1 %;-;143.0;13,0 %;-
CDU;274;25,1 %;-;197.0;17,9 %;-
GRÜNE/B 90;107;9,8 %;-;79.0;7,2 %;-
DIE LINKE;71;6,5 %;-;27.0;2,4 %;-
BVB / FREIE WÄHLER;102;9,3 %;-;36.0;3,3 %;-
FDP;16;1,5 %;-;13.0;1,2 %;-
Tierschutzpartei;-;-;-;31.0;2,8 %;-
Plus;-;-;-;6.0;0,5 %;-
BSW;-;-;-;171.0;15,5 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;7.0;0,6 %;-
WU;-;-;-;0.0;0,0 %;-
