Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;125;-;-;125;-;-
Wählende;82;65,6 %;-;82;65,6 %;-
Ungültige Stimmen;1;1,2 %;-;0;0,0 %;-
Gültige Stimmen;81;98,8 %;-;82;100,0 %;-
SPD;37;45,7 %;-;30;36,6 %;-
AfD;25;30,9 %;-;24;29,3 %;-
CDU;12;14,8 %;-;9;11,0 %;-
GRÜNE/B 90;3;3,7 %;-;4;4,9 %;-
DIE LINKE;1;1,2 %;-;2;2,4 %;-
BVB / FREIE WÄHLER;3;3,7 %;-;0;0,0 %;-
FDP;0;0,0 %;-;1;1,2 %;-
Tierschutzpartei;-;-;-;2;2,4 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;10;12,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
Die PARTEI;0;0,0 %;-;-;-;-
