Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;272;-;-;272;-;-
Wählende;163;59,9 %;-;163;59,9 %;-
Ungültige Stimmen;8;4,9 %;-;5;3,1 %;-
Gültige Stimmen;155;95,1 %;-;158;96,9 %;-
SPD;31;20,0 %;-;38;24,1 %;-
AfD;70;45,2 %;-;69;43,7 %;-
CDU;20;12,9 %;-;21;13,3 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;27;17,4 %;-;4;2,5 %;-
BVB / FREIE WÄHLER;5;3,2 %;-;0;0,0 %;-
FDP;2;1,3 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;1,3 %;-
Plus;-;-;-;1;0,6 %;-
BSW;-;-;-;22;13,9 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;1;0,6 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
