Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.008;-;-;1.008;-;-
Wählende;438;43,5 %;-;438;43,5 %;-
Ungültige Stimmen;3;0,7 %;-;3;0,7 %;-
Gültige Stimmen;435;99,3 %;-;435;99,3 %;-
SPD;123;28,3 %;-;137;31,5 %;-
AfD;155;35,6 %;-;145;33,3 %;-
CDU;34;7,8 %;-;26;6,0 %;-
GRÜNE/B 90;24;5,5 %;-;31;7,1 %;-
DIE LINKE;25;5,7 %;-;23;5,3 %;-
BVB / FREIE WÄHLER;71;16,3 %;-;17;3,9 %;-
FDP;0;0,0 %;-;2;0,5 %;-
Tierschutzpartei;-;-;-;7;1,6 %;-
Plus;-;-;-;4;0,9 %;-
BSW;-;-;-;42;9,7 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
dieBasis;2;0,5 %;-;-;-;-
EB Link;1;0,2 %;-;-;-;-
