Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;450;-;-;450;-;-
Wählende;281;62,4 %;+120;281;62,4 %;+120
Ungültige Stimmen;3;1,1 %;-03;0;0,0 %;-23
Gültige Stimmen;278;98,9 %;+03;281;100,0 %;+23
SPD;96;34,5 %;+103;82;29,2 %;+05
AfD;121;43,5 %;+142;110;39,1 %;+105
CDU;19;6,8 %;-67;14;5,0 %;-91
GRÜNE/B 90;15;5,4 %;-86;21;7,5 %;-38
DIE LINKE;7;2,5 %;-72;4;1,4 %;-66
BVB / FREIE WÄHLER;19;6,8 %;-06;8;2,8 %;-23
FDP;1;0,4 %;-10;0;0,0 %;-19
Tierschutzpartei;-;-;-;3;1,1 %;-03
Plus;-;-;-;2;0,7 %;+02
BSW;-;-;-;37;13,2 %;+132
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
