Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;875;-;-;875;-;-
Wählende;501;57,3 %;+63;501;57,3 %;+63
Ungültige Stimmen;6;1,2 %;-03;3;0,6 %;-07
Gültige Stimmen;495;98,8 %;+03;498;99,4 %;+07
SPD;144;29,1 %;-62;114;22,9 %;-80
AfD;204;41,2 %;+171;193;38,8 %;+142
CDU;61;12,3 %;-01;39;7,8 %;-47
GRÜNE/B 90;12;2,4 %;-65;28;5,6 %;-49
DIE LINKE;46;9,3 %;-41;29;5,8 %;-61
BVB / FREIE WÄHLER;22;4,4 %;+03;8;1,6 %;-23
FDP;6;1,2 %;-05;4;0,8 %;-20
Tierschutzpartei;-;-;-;11;2,2 %;+05
Plus;-;-;-;3;0,6 %;-02
BSW;-;-;-;65;13,1 %;+131
III. Weg;-;-;-;1;0,2 %;+02
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,2 %;+02
WU;-;-;-;2;0,4 %;+04
