Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;395;-;-;395;-;-
Wählende;243;61,5 %;-;243;61,5 %;-
Ungültige Stimmen;5;2,1 %;-;5;2,1 %;-
Gültige Stimmen;238;97,9 %;-;238;97,9 %;-
SPD;50;21,0 %;-;44;18,5 %;-
AfD;124;52,1 %;-;118;49,6 %;-
CDU;21;8,8 %;-;15;6,3 %;-
GRÜNE/B 90;1;0,4 %;-;5;2,1 %;-
DIE LINKE;9;3,8 %;-;5;2,1 %;-
BVB / FREIE WÄHLER;19;8,0 %;-;8;3,4 %;-
FDP;4;1,7 %;-;1;0,4 %;-
Tierschutzpartei;-;-;-;3;1,3 %;-
Plus;-;-;-;1;0,4 %;-
BSW;-;-;-;27;11,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,4 %;-
DLW;10;4,2 %;-;8;3,4 %;-
WU;-;-;-;2;0,8 %;-
