Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.001;-;-;1.001;-;-
Ungültige Stimmen;7;0,7 %;-;2.0;0,2 %;-
Gültige Stimmen;994;99,3 %;-;999.0;99,8 %;-
SPD;362;36,4 %;-;346.0;34,6 %;-
AfD;157;15,8 %;-;128.0;12,8 %;-
CDU;252;25,4 %;-;179.0;17,9 %;-
GRÜNE/B 90;48;4,8 %;-;75.0;7,5 %;-
DIE LINKE;97;9,8 %;-;44.0;4,4 %;-
BVB / FREIE WÄHLER;54;5,4 %;-;25.0;2,5 %;-
FDP;5;0,5 %;-;5.0;0,5 %;-
Tierschutzpartei;-;-;-;23.0;2,3 %;-
Plus;-;-;-;14.0;1,4 %;-
BSW;-;-;-;156.0;15,6 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;1.0;0,1 %;-
DLW;19;1,9 %;-;3.0;0,3 %;-
WU;-;-;-;0.0;0,0 %;-
