Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;814;-;-;814;-;-
Ungültige Stimmen;11;1,4 %;-;2;0,2 %;-
Gültige Stimmen;803;98,6 %;-;812;99,8 %;-
SPD;272;33,9 %;-;242;29,8 %;-
AfD;195;24,3 %;-;166;20,4 %;-
CDU;139;17,3 %;-;108;13,3 %;-
GRÜNE/B 90;26;3,2 %;-;28;3,4 %;-
DIE LINKE;48;6,0 %;-;16;2,0 %;-
BVB / FREIE WÄHLER;100;12,5 %;-;36;4,4 %;-
FDP;14;1,7 %;-;6;0,7 %;-
Tierschutzpartei;-;-;-;19;2,3 %;-
Plus;-;-;-;15;1,8 %;-
BSW;-;-;-;168;20,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;9;1,1 %;-;2;0,2 %;-
DLW;-;-;-;4;0,5 %;-
WU;-;-;-;2;0,2 %;-
