Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;961;-;-;961;-;-
Wählende;464;48,3 %;-;464;48,3 %;-
Ungültige Stimmen;5;1,1 %;-;2;0,4 %;-
Gültige Stimmen;459;98,9 %;-;462;99,6 %;-
SPD;166;36,2 %;-;135;29,2 %;-
AfD;160;34,9 %;-;146;31,6 %;-
CDU;62;13,5 %;-;42;9,1 %;-
GRÜNE/B 90;10;2,2 %;-;24;5,2 %;-
DIE LINKE;18;3,9 %;-;10;2,2 %;-
BVB / FREIE WÄHLER;35;7,6 %;-;10;2,2 %;-
FDP;8;1,7 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;18;3,9 %;-
Plus;-;-;-;2;0,4 %;-
BSW;-;-;-;66;14,3 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;6;1,3 %;-
