Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;69;-;-;69;-;-
Wählende;25;36,2 %;-;25;36,2 %;-
Ungültige Stimmen;1;4,0 %;-;2;8,0 %;-
Gültige Stimmen;24;96,0 %;-;23;92,0 %;-
SPD;7;29,2 %;-;6;26,1 %;-
AfD;12;50,0 %;-;11;47,8 %;-
CDU;1;4,2 %;-;0;0,0 %;-
GRÜNE/B 90;2;8,3 %;-;2;8,7 %;-
DIE LINKE;1;4,2 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;1;4,2 %;-;0;0,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;4,3 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;3;13,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;0;0,0 %;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
