Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;541;-;-;541;-;-
Ungültige Stimmen;4;0,7 %;-;1;0,2 %;-
Gültige Stimmen;537;99,3 %;-;540;99,8 %;-
SPD;193;35,9 %;-;198;36,7 %;-
AfD;95;17,7 %;-;82;15,2 %;-
CDU;170;31,7 %;-;100;18,5 %;-
GRÜNE/B 90;15;2,8 %;-;11;2,0 %;-
DIE LINKE;24;4,5 %;-;16;3,0 %;-
BVB / FREIE WÄHLER;34;6,3 %;-;14;2,6 %;-
FDP;6;1,1 %;-;6;1,1 %;-
Tierschutzpartei;-;-;-;6;1,1 %;-
Plus;-;-;-;5;0,9 %;-
BSW;-;-;-;99;18,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;2;0,4 %;-
WU;-;-;-;0;0,0 %;-
