Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;913;-;-;913;-;-
Ungültige Stimmen;11;1,2 %;-;4;0,4 %;-
Gültige Stimmen;902;98,8 %;-;909;99,6 %;-
SPD;317;35,1 %;-;302;33,2 %;-
AfD;164;18,2 %;-;133;14,6 %;-
CDU;187;20,7 %;-;147;16,2 %;-
GRÜNE/B 90;48;5,3 %;-;74;8,1 %;-
DIE LINKE;100;11,1 %;-;44;4,8 %;-
BVB / FREIE WÄHLER;60;6,7 %;-;23;2,5 %;-
FDP;8;0,9 %;-;7;0,8 %;-
Tierschutzpartei;-;-;-;26;2,9 %;-
Plus;-;-;-;10;1,1 %;-
BSW;-;-;-;128;14,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;18;2,0 %;-;11;1,2 %;-
WU;-;-;-;4;0,4 %;-
