Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;871;-;-;871;-;-
Wählende;385;44,2 %;-;385;44,2 %;-
Ungültige Stimmen;8;2,1 %;-;5;1,3 %;-
Gültige Stimmen;377;97,9 %;-;380;98,7 %;-
SPD;148;39,3 %;-;148;38,9 %;-
AfD;120;31,8 %;-;110;28,9 %;-
CDU;52;13,8 %;-;32;8,4 %;-
GRÜNE/B 90;7;1,9 %;-;10;2,6 %;-
DIE LINKE;14;3,7 %;-;10;2,6 %;-
BVB / FREIE WÄHLER;23;6,1 %;-;6;1,6 %;-
FDP;3;0,8 %;-;3;0,8 %;-
Tierschutzpartei;10;2,7 %;-;4;1,1 %;-
Plus;-;-;-;2;0,5 %;-
BSW;-;-;-;51;13,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,3 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;2;0,5 %;-
